Student ID,ENROLLMENT MONTH,ENROLLMENT YEAR,PRE-U,COURSES,TYPE OF SPONSOR ,YTN PBU,NATIONALITY,CGPA,EXCEED,DROPOUT,UNEMPLOYMENT RATE,GDP (B),GDP GROWTH RATE (%),INFLATION RATE,IPTS ENROLLMENT,UNITEN INTAKE
0972510,January,2020,Foundation,Computing,Sponsored,,Local,3.99,No,0,4.54,337.34,3.09 ,-1.14,70048,704
0973968,January,2002,Foundation,Business,Sponsored,,Local,1.16,Yes,1,3.48,100.85,5.39 ,1.81,28626,282
0974775,January,1999,Diploma,Computing,Loan,Yes,Local,3.02,No,0,3.43,79.15,6.14 ,2.74,20655,205
0975666,January,2006,Diploma,Business,Private,,International,3.61,No,0,3.32,162.69,5.58 ,3.61,43490,439
0976438,January,2022,Diploma,Computing,Sponsored,,Local,3.01,No,0,3.73,406.31,8.69 ,3.38,63905,695
0977373,January,2005,Diploma,Computing,Loan,No,Local,2.84,No,0,3.53,143.53,5.33 ,2.98,34676,346
0978674,January,1999,Foundation,Engineering,Sponsored,,Local,3.14,No,0,3.43,79.15,6.14 ,2.74,20655,205
0979604,January,2003,Diploma,Business,Loan,No,Local,2.51,No,0,3.61,110.2,5.79 ,1.09,36279,367
0980779,September,1998,Diploma,Engineering,Loan,No,Local,2.83,No,0,3.20,72.17,-7.36 ,5.27,18362,186
0981898,September,2006,Diploma,Computing,Private,,Local,3.93,No,0,3.32,162.69,5.58 ,3.61,43490,439
0982781,September,2009,Diploma,Computing,Private,,Local,3.58,No,0,3.66,202.26,-1.51 ,0.58,52034,520
0983457,September,1998,Diploma,Computing,Private,,Local,3.54,No,0,3.20,72.17,-7.36 ,5.27,18362,186
0984201,January,2008,Foundation,Computing,Sponsored,,Local,2.29,No,0,3.32,230.81,4.83 ,5.44,43261,436
0985605,January,2001,Foundation,Computing,Private,,International,2.48,No,0,3.53,97.78,0.52 ,1.42,26858,281
0986244,January,1997,Diploma,Business,Private,,Local,3.53,No,0,2.45,100.01,7.32 ,2.66,15036,156
0987375,January,2015,Diploma,Business,Private,,International,3.38,No,0,3.10,301.35,5.09 ,2.1,90558,905
0988346,January,1997,Foundation,Engineering,Private,,Local,3.94,No,0,2.45,100.01,7.32 ,2.66,15036,156
0989564,January,2016,Diploma,Computing,Sponsored,,Local,2.22,No,0,3.44,301.26,4.45 ,2.09,80009,809
0990908,January,2004,Diploma,Engineering,Private,,Local,2.23,No,0,3.54,124.75,6.78 ,1.42,40742,407
0991685,January,2018,Foundation,Business,Loan,Yes,Local,2.56,No,0,3.30,358.79,4.84 ,0.88,73840,738
0992806,September,2004,Diploma,Computing,Private,,Local,2.81,No,0,3.54,124.75,6.78 ,1.42,40742,407
0993168,September,2012,Foundation,Engineering,Private,,Local,2.75,No,0,3.10,314.44,5.47 ,1.66,45525,455
0994707,September,2009,Diploma,Engineering,Private,,International,2.10,No,0,3.66,202.26,-1.51 ,0.58,52034,520
0995651,September,2021,Diploma,Business,Private,,Local,2.30,No,0,4.05,372.98,5.60 ,2.48,66184,661
0996668,January,2017,Foundation,Computing,Private,,Local,2.07,No,0,3.41,319.11,5.81 ,3.87,91033,910
0997317,January,2001,Diploma,Computing,Sponsored,,Local,1.09,Yes,1,3.53,97.78,0.52 ,1.42,26858,281
0998856,January,2010,Diploma,Business,Sponsored,,Local,2.01,No,0,3.39,255.02,7.42 ,1.62,49593,491
0999191,January,2012,Diploma,Computing,Sponsored,,Local,2.46,No,0,3.10,314.44,5.47 ,1.66,45525,455
1000738,January,2011,Foundation,Computing,Private,,Local,2.39,No,0,3.05,297.95,5.29 ,3.17,54244,544
1001620,January,2013,Foundation,Business,Private,,Local,2.14,No,0,3.16,323.28,4.69 ,2.11,38127,481
1002862,January,2022,Diploma,Computing,Sponsored,,Local,2.63,No,0,3.73,406.31,8.69 ,3.38,63905,695
1003976,January,2004,Foundation,Computing,Sponsored,,International,2.04,No,0,3.54,124.75,6.78 ,1.42,40742,407
1004488,September,2006,Foundation,Business,Sponsored,,Local,2.64,No,0,3.32,162.69,5.58 ,3.61,43490,439
1005197,September,1997,Foundation,Engineering,Loan,No,Local,2.03,No,0,2.45,100.01,7.32 ,2.66,15036,156
1006785,September,2012,Foundation,Business,Private,,Local,3.42,No,0,3.10,314.44,5.47 ,1.66,45525,455
1007688,September,2022,Foundation,Business,Sponsored,,Local,3.77,No,0,3.73,406.31,8.69 ,3.38,63905,695
1008938,January,2008,Foundation,Engineering,Loan,Yes,Local,3.80,No,0,3.32,230.81,4.83 ,5.44,43261,436
1009126,January,2014,Foundation,Business,Sponsored,,International,3.11,No,0,2.88,338.07,6.01 ,3.14,50584,515
1010379,January,2001,Diploma,Engineering,Sponsored,,International,3.31,No,0,3.53,97.78,0.52 ,1.42,26858,281
1011672,January,2001,Foundation,Engineering,Sponsored,,Local,2.84,No,0,3.53,97.78,0.52 ,1.42,26858,281
1012770,January,2015,Foundation,Business,Sponsored,,Local,2.28,No,0,3.10,301.35,5.09 ,2.1,90558,905
1013288,January,2011,Diploma,Computing,Sponsored,,Local,2.65,No,0,3.05,297.95,5.29 ,3.17,54244,544
1014883,January,2004,Foundation,Engineering,Private,,Local,1.62,Yes,1,3.54,124.75,6.78 ,1.42,40742,407
1015523,January,2021,Foundation,Engineering,Loan,No,Local,3.07,No,0,4.05,372.98,5.60 ,2.48,66184,661
1016928,September,2006,Diploma,Computing,Loan,Yes,Local,2.08,No,0,3.32,162.69,5.58 ,3.61,43490,439
1017126,September,1999,Diploma,Engineering,Private,,Local,3.33,No,0,3.43,79.15,6.14 ,2.74,20655,205
1018653,September,2022,Diploma,Engineering,Loan,No,Local,2.76,No,0,3.73,406.31,8.69 ,3.38,63905,695
1019793,September,2015,Diploma,Engineering,Sponsored,,Local,3.46,No,0,3.10,301.35,5.09 ,2.1,90558,905
1020233,January,1997,Diploma,Business,Loan,No,Local,3.20,No,0,2.45,100.01,7.32 ,2.66,15036,156
1021359,January,2001,Foundation,Engineering,Private,,Local,3.55,No,0,3.53,97.78,0.52 ,1.42,26858,281
1022113,January,2008,Foundation,Engineering,Sponsored,,Local,3.10,No,0,3.32,230.81,4.83 ,5.44,43261,436
1023874,January,2015,Foundation,Business,Loan,Yes,Local,2.74,No,0,3.10,301.35,5.09 ,2.1,90558,905
1024156,January,2019,Diploma,Engineering,Sponsored,,Local,2.68,No,0,3.26,365.18,4.41 ,0.66,75854,758
1025402,January,2001,Diploma,Computing,Sponsored,,Local,2.41,No,0,3.53,97.78,0.52 ,1.42,26858,281
1026362,January,2008,Diploma,Business,Loan,Yes,Local,3.36,No,0,3.32,230.81,4.83 ,5.44,43261,436
1027781,January,2018,Foundation,Business,Private,,International,2.98,No,0,3.30,358.79,4.84 ,0.88,73840,738
1028521,September,2005,Foundation,Engineering,Sponsored,,Local,2.06,No,0,3.53,143.53,5.33 ,2.98,34676,346
1029798,September,2003,Diploma,Business,Private,,Local,3.90,No,0,3.61,110.2,5.79 ,1.09,36279,367
1030254,September,2012,Foundation,Computing,Loan,Yes,Local,2.02,No,0,3.10,314.44,5.47 ,1.66,45525,455
1031118,September,2008,Foundation,Business,Private,,Local,2.69,No,0,3.32,230.81,4.83 ,5.44,43261,436
1032105,January,2010,Foundation,Engineering,Private,,Local,2.61,No,0,3.39,255.02,7.42 ,1.62,49593,491
1033226,January,1997,Foundation,Computing,Sponsored,,Local,2.17,No,0,2.45,100.01,7.32 ,2.66,15036,156
1034596,January,2017,Foundation,Business,Private,,Local,3.66,No,0,3.41,319.11,5.81 ,3.87,91033,910
1035877,January,2016,Foundation,Business,Sponsored,,Local,2.06,No,0,3.44,301.26,4.45 ,2.09,80009,809
1036408,January,2021,Diploma,Computing,Private,,Local,2.90,No,0,4.05,372.98,5.60 ,2.48,66184,661
1037824,January,2001,Diploma,Business,Loan,No,Local,3.44,No,0,3.53,97.78,0.52 ,1.42,26858,281
1038847,January,2015,Foundation,Computing,Private,,Local,3.16,No,0,3.10,301.35,5.09 ,2.1,90558,905
1039384,January,2018,Diploma,Business,Private,,Local,1.38,Yes,1,3.30,358.79,4.84 ,0.88,73840,738
1040468,September,2009,Diploma,Business,Sponsored,,Local,3.39,No,0,3.66,202.26,-1.51 ,0.58,52034,520
1041615,September,2013,Foundation,Computing,Private,,Local,2.96,No,0,3.16,323.28,4.69 ,2.11,38127,481
1042105,September,2009,Diploma,Engineering,Loan,Yes,Local,3.72,No,0,3.66,202.26,-1.51 ,0.58,52034,520
1043684,September,2004,Diploma,Business,Private,,Local,2.42,No,0,3.54,124.75,6.78 ,1.42,40742,407
1044931,January,2007,Diploma,Business,Sponsored,,Local,1.80,Yes,1,3.23,193.55,6.30 ,2.03,43625,456
1045840,January,2006,Foundation,Computing,Private,,International,2.63,No,0,3.32,162.69,5.58 ,3.61,43490,439
1046600,January,1999,Diploma,Business,Private,,Local,3.89,No,0,3.43,79.15,6.14 ,2.74,20655,205
1047462,January,2006,Diploma,Engineering,Sponsored,,Local,2.75,No,0,3.32,162.69,5.58 ,3.61,43490,439
1048105,January,2002,Foundation,Engineering,Sponsored,,Local,2.59,No,0,3.48,100.85,5.39 ,1.81,28626,282
1049985,January,2000,Foundation,Business,Private,,Local,2.04,No,0,3.00,93.79,8.86 ,1.53,25951,255
1050577,January,2006,Foundation,Business,Sponsored,,International,2.43,No,0,3.32,162.69,5.58 ,3.61,43490,439
1051198,January,2017,Diploma,Business,Sponsored,,Local,2.75,No,0,3.41,319.11,5.81 ,3.87,91033,910
1052875,September,2001,Diploma,Engineering,Sponsored,,Local,3.21,No,0,3.53,97.78,0.52 ,1.42,26858,281
1053350,September,2019,Diploma,Computing,Loan,No,Local,2.01,No,0,3.26,365.18,4.41 ,0.66,75854,758
1054369,September,1999,Diploma,Computing,Sponsored,,Local,1.68,Yes,1,3.43,79.15,6.14 ,2.74,20655,205
1055698,September,2014,Foundation,Business,Loan,Yes,Local,2.93,No,0,2.88,338.07,6.01 ,3.14,50584,515
1056144,January,2017,Diploma,Computing,Sponsored,,International,3.01,No,0,3.41,319.11,5.81 ,3.87,91033,910
1057210,January,2015,Diploma,Business,Loan,No,Local,2.60,No,0,3.10,301.35,5.09 ,2.1,90558,905
1058356,January,2018,Foundation,Engineering,Sponsored,,International,2.04,No,0,3.30,358.79,4.84 ,0.88,73840,738
1059245,January,2020,Foundation,Engineering,Private,,International,2.71,No,0,4.54,337.34,3.09 ,-1.14,70048,704
1060912,January,2001,Diploma,Computing,Loan,No,Local,2.94,No,0,3.53,97.78,0.52 ,1.42,26858,281
1061438,January,2015,Foundation,Business,Loan,No,Local,3.70,No,0,3.10,301.35,5.09 ,2.1,90558,905
1062226,January,2013,Foundation,Computing,Sponsored,,Local,3.35,No,0,3.16,323.28,4.69 ,2.11,38127,481
1063876,January,2003,Foundation,Business,Sponsored,,Local,2.38,No,0,3.61,110.2,5.79 ,1.09,36279,367
1064512,September,2008,Diploma,Business,Sponsored,,Local,1.51,Yes,1,3.32,230.81,4.83 ,5.44,43261,436
1065530,September,2003,Foundation,Business,Private,,Local,3.29,No,0,3.61,110.2,5.79 ,1.09,36279,367
1066629,September,2017,Foundation,Business,Loan,Yes,Local,3.89,No,0,3.41,319.11,5.81 ,3.87,91033,910
1067164,September,2010,Diploma,Computing,Sponsored,,Local,2.61,No,0,3.39,255.02,7.42 ,1.62,49593,491
1068762,January,2006,Diploma,Business,Loan,No,Local,2.77,No,0,3.32,162.69,5.58 ,3.61,43490,439
1069892,January,2010,Foundation,Computing,Loan,Yes,Local,1.08,Yes,1,3.39,255.02,7.42 ,1.62,49593,491
1070989,January,2014,Foundation,Computing,Loan,No,Local,2.76,No,0,2.88,338.07,6.01 ,3.14,50584,515
1071261,January,2002,Foundation,Engineering,Sponsored,,Local,2.37,No,0,3.48,100.85,5.39 ,1.81,28626,282
1072174,January,2006,Foundation,Computing,Sponsored,,International,2.52,No,0,3.32,162.69,5.58 ,3.61,43490,439
1073211,January,2021,Foundation,Engineering,Sponsored,,Local,3.60,No,0,4.05,372.98,5.60 ,2.48,66184,661
1074189,January,2005,Foundation,Computing,Loan,Yes,Local,2.53,No,0,3.53,143.53,5.33 ,2.98,34676,346
1075995,January,2001,Diploma,Engineering,Sponsored,,Local,2.06,No,0,3.53,97.78,0.52 ,1.42,26858,281
1076546,September,1997,Foundation,Engineering,Loan,Yes,Local,3.79,No,0,2.45,100.01,7.32 ,2.66,15036,156
1077315,September,2013,Diploma,Business,Private,,Local,1.05,Yes,1,3.16,323.28,4.69 ,2.11,38127,481
1078886,September,2004,Foundation,Engineering,Loan,Yes,Local,2.21,No,0,3.54,124.75,6.78 ,1.42,40742,407
1079733,September,2013,Diploma,Engineering,Sponsored,,Local,3.06,No,0,3.16,323.28,4.69 ,2.11,38127,481
1080846,January,2009,Foundation,Business,Private,,Local,3.77,No,0,3.66,202.26,-1.51 ,0.58,52034,520
1081799,January,2019,Diploma,Business,Private,,Local,2.27,No,0,3.26,365.18,4.41 ,0.66,75854,758
1082950,January,2020,Foundation,Business,Loan,No,Local,2.87,No,0,4.54,337.34,3.09 ,-1.14,70048,704
1083438,January,2010,Diploma,Engineering,Loan,Yes,Local,3.41,No,0,3.39,255.02,7.42 ,1.62,49593,491
1084290,January,2007,Foundation,Engineering,Loan,No,Local,3.95,No,0,3.23,193.55,6.30 ,2.03,43625,456
1085530,January,1997,Diploma,Computing,Private,,Local,2.01,No,0,2.45,100.01,7.32 ,2.66,15036,156
1086921,January,2012,Diploma,Business,Sponsored,,Local,2.36,No,0,3.10,314.44,5.47 ,1.66,45525,455
1087679,January,2019,Diploma,Business,Sponsored,,Local,2.82,No,0,3.26,365.18,4.41 ,0.66,75854,758
1088989,September,2014,Diploma,Business,Loan,No,Local,2.24,No,0,2.88,338.07,6.01 ,3.14,50584,515
1089404,September,2016,Foundation,Business,Loan,No,Local,1.47,Yes,1,3.44,301.26,4.45 ,2.09,80009,809
1090730,September,2006,Diploma,Computing,Sponsored,,Local,3.81,No,0,3.32,162.69,5.58 ,3.61,43490,439
1091299,September,2010,Foundation,Engineering,Loan,No,Local,3.30,No,0,3.39,255.02,7.42 ,1.62,49593,491
1092948,January,1999,Diploma,Engineering,Private,,Local,2.24,No,0,3.43,79.15,6.14 ,2.74,20655,205
1093200,January,2020,Diploma,Business,Private,,Local,2.08,No,0,4.54,337.34,3.09 ,-1.14,70048,704
1094414,January,2007,Diploma,Business,Private,,Local,3.77,No,0,3.23,193.55,6.30 ,2.03,43625,456
1095826,January,2020,Foundation,Computing,Private,,Local,2.99,No,0,4.54,337.34,3.09 ,-1.14,70048,704
1096444,January,2002,Foundation,Business,Private,,Local,3.79,No,0,3.48,100.85,5.39 ,1.81,28626,282
1097903,January,2005,Diploma,Engineering,Sponsored,,Local,3.23,No,0,3.53,143.53,5.33 ,2.98,34676,346
1098956,January,2008,Foundation,Computing,Loan,Yes,Local,2.13,No,0,3.32,230.81,4.83 ,5.44,43261,436
1099540,January,2021,Foundation,Engineering,Loan,No,Local,3.33,No,0,4.05,372.98,5.60 ,2.48,66184,661
1100231,September,2013,Diploma,Computing,Private,,Local,2.14,No,0,3.16,323.28,4.69 ,2.11,38127,481
1101191,September,1999,Diploma,Computing,Sponsored,,Local,2.89,No,0,3.43,79.15,6.14 ,2.74,20655,205
1102446,September,2007,Foundation,Engineering,Private,,Local,3.19,No,0,3.23,193.55,6.30 ,2.03,43625,456
1103733,September,2006,Foundation,Computing,Loan,No,International,2.46,No,0,3.32,162.69,5.58 ,3.61,43490,439
1104105,January,1998,Diploma,Engineering,Loan,No,Local,1.54,Yes,1,3.20,72.17,-7.36 ,5.27,18362,186
1105698,January,2018,Foundation,Business,Sponsored,,Local,2.79,No,0,3.30,358.79,4.84 ,0.88,73840,738
1106141,January,2016,Diploma,Engineering,Private,,Local,3.94,No,0,3.44,301.26,4.45 ,2.09,80009,809
1107433,January,2000,Foundation,Engineering,Sponsored,,Local,3.97,No,0,3.00,93.79,8.86 ,1.53,25951,255
1108758,January,2013,Diploma,Business,Private,,Local,3.72,No,0,3.16,323.28,4.69 ,2.11,38127,481
1109659,January,2004,Diploma,Engineering,Private,,Local,3.34,No,0,3.54,124.75,6.78 ,1.42,40742,407
1110794,January,2014,Diploma,Computing,Loan,Yes,Local,2.06,No,0,2.88,338.07,6.01 ,3.14,50584,515
1111313,January,2002,Foundation,Business,Loan,No,Local,1.81,Yes,0,3.48,100.85,5.39 ,1.81,28626,282
1112489,September,2004,Diploma,Engineering,Private,,Local,2.46,No,0,3.54,124.75,6.78 ,1.42,40742,407
1113944,September,2009,Foundation,Computing,Private,,Local,2.99,No,0,3.66,202.26,-1.51 ,0.58,52034,520
1114968,September,2013,Diploma,Engineering,Sponsored,,Local,2.70,No,0,3.16,323.28,4.69 ,2.11,38127,481
1115603,September,2014,Foundation,Business,Sponsored,,Local,2.90,No,0,2.88,338.07,6.01 ,3.14,50584,515
1116513,January,2008,Foundation,Engineering,Loan,No,Local,2.94,No,0,3.32,230.81,4.83 ,5.44,43261,436
1117870,January,1999,Foundation,Computing,Sponsored,,Local,3.53,No,0,3.43,79.15,6.14 ,2.74,20655,205
1118631,January,2011,Foundation,Business,Sponsored,,Local,3.31,No,0,3.05,297.95,5.29 ,3.17,54244,544
1119711,January,2003,Diploma,Computing,Loan,No,Local,3.97,No,0,3.61,110.2,5.79 ,1.09,36279,367
1120857,January,2020,Foundation,Engineering,Private,,Local,3.87,No,0,4.54,337.34,3.09 ,-1.14,70048,704
1121221,January,2013,Foundation,Computing,Private,,Local,3.23,No,0,3.16,323.28,4.69 ,2.11,38127,481
1122272,January,2009,Foundation,Computing,Private,,Local,2.23,No,0,3.66,202.26,-1.51 ,0.58,52034,520
1123773,January,2014,Diploma,Computing,Sponsored,,Local,2.34,No,0,2.88,338.07,6.01 ,3.14,50584,515
1124774,September,2021,Foundation,Business,Sponsored,,Local,2.17,No,0,4.05,372.98,5.60 ,2.48,66184,661
1125983,September,2003,Foundation,Computing,Private,,Local,3.74,No,0,3.61,110.2,5.79 ,1.09,36279,367
1126417,September,2003,Diploma,Business,Private,,Local,2.73,No,0,3.61,110.2,5.79 ,1.09,36279,367
1127848,September,2012,Foundation,Engineering,Sponsored,,Local,2.54,No,0,3.10,314.44,5.47 ,1.66,45525,455
1128327,January,2015,Diploma,Business,Loan,Yes,Local,2.39,No,0,3.10,301.35,5.09 ,2.1,90558,905
1129660,January,2017,Foundation,Engineering,Sponsored,,Local,2.74,No,0,3.41,319.11,5.81 ,3.87,91033,910
1130771,January,2000,Foundation,Engineering,Loan,Yes,Local,3.35,No,0,3.00,93.79,8.86 ,1.53,25951,255
1131697,January,2014,Diploma,Engineering,Private,,Local,2.32,No,0,2.88,338.07,6.01 ,3.14,50584,515
1132715,January,2019,Diploma,Engineering,Loan,No,Local,3.86,No,0,3.26,365.18,4.41 ,0.66,75854,758
1133890,January,2017,Foundation,Computing,Sponsored,,Local,3.50,No,0,3.41,319.11,5.81 ,3.87,91033,910
1134664,January,1999,Foundation,Computing,Loan,Yes,Local,1.74,Yes,1,3.43,79.15,6.14 ,2.74,20655,205
1135299,January,2008,Diploma,Engineering,Private,,Local,3.92,No,0,3.32,230.81,4.83 ,5.44,43261,436
1136629,September,1999,Diploma,Computing,Private,,Local,3.20,No,0,3.43,79.15,6.14 ,2.74,20655,205
1137389,September,2007,Diploma,Business,Loan,No,Local,2.41,No,0,3.23,193.55,6.30 ,2.03,43625,456
1138730,September,2011,Diploma,Engineering,Sponsored,,Local,2.19,No,0,3.05,297.95,5.29 ,3.17,54244,544
1139131,September,2005,Foundation,Engineering,Loan,Yes,Local,3.12,No,0,3.53,143.53,5.33 ,2.98,34676,346
1140140,January,2008,Foundation,Computing,Private,,Local,2.38,No,0,3.32,230.81,4.83 ,5.44,43261,436
1141604,January,2001,Diploma,Engineering,Sponsored,,Local,2.10,No,0,3.53,97.78,0.52 ,1.42,26858,281
1142246,January,2007,Diploma,Computing,Private,,Local,2.60,No,0,3.23,193.55,6.30 ,2.03,43625,456
1143248,January,2021,Diploma,Business,Loan,No,Local,3.58,No,0,4.05,372.98,5.60 ,2.48,66184,661
1144837,January,2008,Diploma,Computing,Private,,International,3.03,No,0,3.32,230.81,4.83 ,5.44,43261,436
1145135,January,2016,Foundation,Computing,Private,,Local,2.80,No,0,3.44,301.26,4.45 ,2.09,80009,809
1146204,January,1998,Diploma,Engineering,Sponsored,,Local,2.76,No,0,3.20,72.17,-7.36 ,5.27,18362,186
1147483,January,2008,Foundation,Business,Sponsored,,Local,3.78,No,0,3.32,230.81,4.83 ,5.44,43261,436
1148734,September,2011,Foundation,Computing,Sponsored,,Local,3.17,No,0,3.05,297.95,5.29 ,3.17,54244,544
1149150,September,2006,Foundation,Computing,Loan,Yes,Local,2.04,No,0,3.32,162.69,5.58 ,3.61,43490,439
1150266,September,2003,Diploma,Engineering,Private,,Local,2.22,No,0,3.61,110.2,5.79 ,1.09,36279,367
1151575,September,2018,Foundation,Computing,Sponsored,,Local,2.68,No,0,3.30,358.79,4.84 ,0.88,73840,738
1152404,January,2006,Foundation,Business,Private,,Local,3.92,No,0,3.32,162.69,5.58 ,3.61,43490,439
1153295,January,2009,Foundation,Business,Sponsored,,Local,2.40,No,0,3.66,202.26,-1.51 ,0.58,52034,520
1154265,January,2011,Foundation,Computing,Sponsored,,Local,2.54,No,0,3.05,297.95,5.29 ,3.17,54244,544
1155256,January,2005,Diploma,Engineering,Sponsored,,Local,3.47,No,0,3.53,143.53,5.33 ,2.98,34676,346
1156610,January,2006,Foundation,Engineering,Loan,Yes,Local,3.75,No,0,3.32,162.69,5.58 ,3.61,43490,439
1157813,January,2012,Foundation,Computing,Sponsored,,Local,3.90,No,0,3.10,314.44,5.47 ,1.66,45525,455
1158323,January,2021,Diploma,Business,Sponsored,,Local,2.39,No,0,4.05,372.98,5.60 ,2.48,66184,661
1159189,January,2004,Diploma,Engineering,Sponsored,,Local,1.96,Yes,0,3.54,124.75,6.78 ,1.42,40742,407
1160204,September,2001,Foundation,Computing,Private,,Local,2.88,No,0,3.53,97.78,0.52 ,1.42,26858,281
1161710,September,2014,Diploma,Business,Sponsored,,International,2.22,No,0,2.88,338.07,6.01 ,3.14,50584,515
1162698,September,2022,Foundation,Business,Sponsored,,Local,3.23,No,0,3.73,406.31,8.69 ,3.38,63905,695
1163199,September,2008,Foundation,Business,Loan,No,Local,3.64,No,0,3.32,230.81,4.83 ,5.44,43261,436
1164709,January,2010,Diploma,Engineering,Private,,Local,2.36,No,0,3.39,255.02,7.42 ,1.62,49593,491
1165318,January,2000,Foundation,Engineering,Sponsored,,Local,2.12,No,0,3.00,93.79,8.86 ,1.53,25951,255
1166467,January,2010,Diploma,Engineering,Loan,No,Local,2.74,No,0,3.39,255.02,7.42 ,1.62,49593,491
1167911,January,1999,Foundation,Engineering,Loan,No,Local,2.23,No,0,3.43,79.15,6.14 ,2.74,20655,205
1168449,January,2006,Foundation,Computing,Loan,Yes,Local,2.68,No,0,3.32,162.69,5.58 ,3.61,43490,439
1169957,January,2002,Diploma,Business,Loan,No,Local,2.54,No,0,3.48,100.85,5.39 ,1.81,28626,282
1170291,January,2014,Diploma,Business,Loan,Yes,Local,3.68,No,0,2.88,338.07,6.01 ,3.14,50584,515
1171412,January,2011,Diploma,Computing,Sponsored,,Local,2.06,No,0,3.05,297.95,5.29 ,3.17,54244,544
1172221,September,2003,Foundation,Engineering,Private,,Local,3.82,No,0,3.61,110.2,5.79 ,1.09,36279,367
1173427,September,2021,Diploma,Business,Sponsored,,Local,1.39,Yes,1,4.05,372.98,5.60 ,2.48,66184,661
1174534,September,2004,Diploma,Computing,Sponsored,,Local,2.54,No,0,3.54,124.75,6.78 ,1.42,40742,407
1175685,September,2019,Diploma,Business,Private,,Local,3.99,No,0,3.26,365.18,4.41 ,0.66,75854,758
1176775,January,2022,Foundation,Computing,Loan,Yes,Local,3.05,No,0,3.73,406.31,8.69 ,3.38,63905,695
1177180,January,2018,Foundation,Engineering,Private,,Local,3.53,No,0,3.30,358.79,4.84 ,0.88,73840,738
1178849,January,1999,Foundation,Computing,Private,,Local,2.22,No,0,3.43,79.15,6.14 ,2.74,20655,205
1179593,January,2014,Diploma,Engineering,Private,,Local,2.30,No,0,2.88,338.07,6.01 ,3.14,50584,515
1180770,January,2000,Foundation,Engineering,Sponsored,,Local,3.58,No,0,3.00,93.79,8.86 ,1.53,25951,255
1181587,January,2005,Foundation,Engineering,Sponsored,,Local,3.03,No,0,3.53,143.53,5.33 ,2.98,34676,346
1182495,January,1997,Diploma,Engineering,Private,,Local,2.32,No,0,2.45,100.01,7.32 ,2.66,15036,156
1183904,January,2000,Foundation,Business,Sponsored,,Local,3.35,No,0,3.00,93.79,8.86 ,1.53,25951,255
1184438,September,2000,Diploma,Business,Loan,No,Local,3.82,No,0,3.00,93.79,8.86 ,1.53,25951,255
1185257,September,2004,Diploma,Engineering,Private,,Local,2.92,No,0,3.54,124.75,6.78 ,1.42,40742,407
1186218,September,2017,Diploma,Engineering,Sponsored,,International,3.90,No,0,3.41,319.11,5.81 ,3.87,91033,910
1187901,September,2007,Foundation,Engineering,Loan,Yes,Local,2.43,No,0,3.23,193.55,6.30 ,2.03,43625,456
1188610,January,2022,Diploma,Computing,Sponsored,,Local,3.10,No,0,3.73,406.31,8.69 ,3.38,63905,695
1189597,January,2010,Foundation,Business,Private,,Local,3.90,No,0,3.39,255.02,7.42 ,1.62,49593,491
1190661,January,2000,Foundation,Business,Loan,No,Local,1.32,Yes,1,3.00,93.79,8.86 ,1.53,25951,255
1191361,January,2008,Diploma,Business,Loan,No,International,2.76,No,0,3.32,230.81,4.83 ,5.44,43261,436
1192868,January,2020,Diploma,Business,Sponsored,,Local,2.49,No,0,4.54,337.34,3.09 ,-1.14,70048,704
1193113,January,2007,Diploma,Business,Sponsored,,Local,2.33,No,0,3.23,193.55,6.30 ,2.03,43625,456
1194502,January,2009,Diploma,Computing,Sponsored,,Local,3.32,No,0,3.66,202.26,-1.51 ,0.58,52034,520
1195654,January,2005,Diploma,Computing,Loan,No,Local,3.32,No,0,3.53,143.53,5.33 ,2.98,34676,346
1196933,September,2005,Diploma,Computing,Loan,No,Local,3.29,No,0,3.53,143.53,5.33 ,2.98,34676,346
1197120,September,2001,Foundation,Engineering,Loan,Yes,Local,3.11,No,0,3.53,97.78,0.52 ,1.42,26858,281
1198356,September,2002,Foundation,Computing,Loan,Yes,Local,2.65,No,0,3.48,100.85,5.39 ,1.81,28626,282
1199683,September,2018,Diploma,Engineering,Private,,Local,2.13,No,0,3.30,358.79,4.84 ,0.88,73840,738
1200587,January,2006,Foundation,Engineering,Loan,Yes,Local,2.54,No,0,3.32,162.69,5.58 ,3.61,43490,439
1201953,January,2001,Diploma,Engineering,Sponsored,,Local,2.25,No,0,3.53,97.78,0.52 ,1.42,26858,281
1202372,January,1998,Foundation,Engineering,Private,,Local,1.25,Yes,1,3.20,72.17,-7.36 ,5.27,18362,186
1203376,January,2018,Diploma,Computing,Sponsored,,Local,1.59,Yes,1,3.30,358.79,4.84 ,0.88,73840,738
1204444,January,2007,Diploma,Computing,Sponsored,,Local,2.95,No,0,3.23,193.55,6.30 ,2.03,43625,456
1205666,January,2006,Foundation,Engineering,Loan,No,International,1.81,Yes,0,3.32,162.69,5.58 ,3.61,43490,439
1206331,January,2012,Diploma,Computing,Private,,Local,2.07,No,0,3.10,314.44,5.47 ,1.66,45525,455
1207758,January,2015,Foundation,Engineering,Sponsored,,Local,2.90,No,0,3.10,301.35,5.09 ,2.1,90558,905
1208877,September,2020,Foundation,Engineering,Private,,Local,2.26,No,0,4.54,337.34,3.09 ,-1.14,70048,704
1209943,September,2015,Foundation,Engineering,Sponsored,,Local,2.57,No,0,3.10,301.35,5.09 ,2.1,90558,905
